m,m3,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct
3,1,14,15.2,18.4,17.0,64.8,20.5,0.13
3,1,15,15.6,18.6,16.9,65.3,22.2,0.16
3,1,16,15.5,18.1,17.0,67.0,21.3,0.16
3,1,17,15.0,17.7,16.2,67.0,20.7,0.11
3,1,18,14.5,16.7,15.8,70.5,17.0,0.12
3,1,19,14.0,16.2,15.2,73.3,16.0,0.11
3,1,20,13.7,15.7,14.9,76.3,15.5,0.16
3,1,21,13.0,15.0,14.1,78.5,16.0,0.05
3,1,22,12.3,14.9,13.7,78.0,14.3,0.09
3,1,23,11.6,15.0,13.2,79.5,14.5,0.04
3,2,0,12.5,15.2,14.0,73.5,10.8,0.1
3,2,1,12.5,15.2,13.8,75.0,10.8,0.11
3,2,2,12.3,15.2,13.8,74.3,10.9,0.08
3,2,3,12.1,14.6,13.6,74.5,11.4,0.06
3,2,4,11.6,14.8,13.1,76.3,11.8,0.07
3,2,5,11.0,14.6,12.7,74.8,10.9,0.04
3,2,6,10.8,14.2,12.6,74.8,11.7,0.04
3,2,7,10.8,14.0,12.5,73.5,12.6,0.04
3,2,8,12.0,15.7,13.9,70.3,11.9,0.06
3,2,9,13.9,17.5,15.7,66.5,14.5,0.02
3,2,10,14.8,18.5,16.7,64.8,16.0,0.03
3,2,11,15.5,18.9,17.7,64.3,18.8,0.06
3,2,12,16.1,19.8,17.9,65.0,17.1,0.09
3,2,13,16.2,20.2,18.0,63.5,18.7,0.13
3,2,14,16.5,20.7,18.3,64.3,17.4,0.11
3,2,15,16.6,21.0,18.4,62.3,18.7,0.12
3,2,16,15.9,20.6,18.1,65.5,16.9,0.09
3,2,17,15.6,19.6,17.7,65.5,16.9,0.06
3,2,18,15.0,18.8,16.9,68.5,13.7,0.06
3,2,19,14.8,17.3,16.1,69.5,11.9,0.06
3,2,20,13.9,16.3,15.5,70.5,11.3,0.03
3,2,21,13.4,16.0,14.9,74.5,11.0,0.05
3,2,22,13.1,15.0,14.1,73.5,11.5,0.06
3,2,23,12.8,15.4,13.8,75.0,10.6,0.05
3,3,0,12.7,15.7,14.3,77.5,12.1,0.08
3,3,1,12.3,15.5,13.8,75.5,14.7,0.11
3,3,2,11.8,15.1,13.9,77.5,14.7,0.09
3,3,3,11.6,14.9,13.6,76.5,13.8,0.11
3,3,4,11.5,15.0,13.4,75.0,13.0,0.09
3,3,5,10.8,14.0,13.2,76.5,12.6,0.08
3,3,6,11.3,14.0,13.0,76.5,13.7,0.09
3,3,7,10.9,14.4,13.0,77.0,14.6,0.11
3,3,8,13.0,16.5,14.5,73.0,16.2,0.1
3,3,9,13.9,18.0,16.0,66.0,18.0,0.08
3,3,10,14.2,18.8,16.2,64.0,18.0,0.08
3,3,11,15.1,19.3,17.1,64.0,23.4,0.11
3,3,12,15.3,20.0,17.9,62.5,22.5,0.15
3,3,13,16.2,20.1,18.1,61.5,21.6,0.06
3,3,14,16.5,20.0,18.0,63.5,22.7,0.08
3,3,15,16.2,19.2,18.1,60.0,23.4,0.07
3,3,16,16.2,19.6,18.0,62.5,20.9,0.08
3,3,17,15.7,19.0,17.9,64.0,21.1,0.08
3,3,18,15.0,19.0,17.3,66.0,16.8,0.04
3,3,19,14.0,18.0,16.4,69.0,15.7,0.06
3,3,20,13.8,17.4,15.3,71.5,16.2,0.09
3,3,21,13.1,17.0,15.0,74.0,11.3,0.18
3,3,22,13.0,16.4,14.7,74.5,12.6,0.09
3,3,23,13.2,16.1,14.6,77.0,12.6,0.05
4,1,0,12.5,16.0,14.3,78.5,11.1,0.03
4,1,1,12.3,16.0,14.0,77.8,10.9,0.03
4,1,2,12.1,15.6,13.6,78.0,10.6,0.04
4,1,3,11.8,15.5,13.7,78.8,10.9,0.07
4,1,4,11.5,15.0,13.4,81.5,11.4,0.06
4,1,5,11.3,14.7,13.0,83.5,8.7,0.06
4,1,6,11.0,14.8,12.9,81.5,10.9,0.05
4,1,7,11.2,15.3,13.1,81.5,11.7,0.06
4,1,8,13.0,16.7,14.8,73.0,12.9,0.13
4,1,9,14.6,18.0,16.1,68.8,13.6,0.11
4,1,10,15.4,18.9,17.1,66.3,15.4,0.07
4,1,11,16.1,19.2,17.7,64.8,17.3,0.07
4,1,12,16.9,20.0,18.2,62.8,19.7,0.05
4,1,13,16.9,20.0,18.3,62.0,21.4,0.08
4,1,14,17.3,20.3,18.6,63.5,21.9,0.07
4,1,15,17.1,20.0,18.5,61.0,21.6,0.08
4,1,16,17.0,19.6,18.3,63.5,21.0,0.05
4,1,17,17.0,19.7,18.3,68.3,18.9,0.07
4,1,18,16.4,19.0,17.8,68.8,16.9,0.07
4,1,19,15.9,18.0,16.6,73.0,14.7,0.07
4,1,20,15.0,17.4,16.1,73.5,13.4,0.06
4,1,21,14.1,17.0,15.6,76.3,12.6,0.0
4,1,22,13.3,16.9,15.4,75.5,11.8,0.04
4,1,23,13.0,16.3,14.8,76.3,12.4,0.06
4,2,0,13.8,17.2,15.7,76.3,12.7,0.03
4,2,1,13.6,17.3,15.4,76.8,11.8,0.03
4,2,2,13.1,16.7,14.9,75.8,10.1,0.03
4,2,3,12.8,16.2,14.5,76.3,10.6,0.03
4,2,4,12.6,16.1,14.5,77.5,11.0,0.07
4,2,5,12.7,16.2,14.4,77.0,10.9,0.03
4,2,6,12.7,15.9,14.3,78.0,9.6,0.01
4,2,7,13.1,17.0,14.9,75.5,10.9,0.05
4,2,8,15.0,18.4,16.7,67.8,12.9,0.07
4,2,9,16.4,20.7,18.5,60.8,15.2,0.07
4,2,10,17.0,21.0,19.2,60.3,17.4,0.04
4,2,11,17.9,21.1,19.5,60.0,19.6,0.06
4,2,12,18.2,21.5,19.9,59.8,18.9,0.04
4,2,13,18.8,22.0,20.2,62.5,19.3,0.07
4,2,14,18.7,22.0,20.5,62.3,19.4,0.06
4,2,15,18.5,22.0,20.3,60.3,18.5,0.03
4,2,16,18.1,22.0,20.4,63.5,19.9,0.03
4,2,17,17.9,21.5,19.9,61.8,18.9,0.06
4,2,18,17.3,21.0,19.4,64.0,18.0,0.03
4,2,19,16.8,19.8,18.3,67.8,15.4,0.06
4,2,20,15.9,19.0,17.5,71.8,14.1,0.04
4,2,21,15.6,18.8,17.3,72.3,11.9,0.0
4,2,22,15.1,17.9,16.9,73.5,10.4,0.03
4,2,23,14.3,18.0,16.4,75.0,10.7,0.03
4,3,0,13.8,17.2,15.8,75.3,11.8,0.07
4,3,1,13.4,17.1,15.3,76.5,10.8,0.06
4,3,2,13.2,16.9,14.7,77.0,12.3,0.09
4,3,3,12.8,16.9,14.7,78.0,11.0,0.07
4,3,4,12.6,16.8,14.2,78.0,11.5,0.09
4,3,5,12.1,16.0,14.1,77.8,9.9,0.07
4,3,6,11.9,16.2,13.8,79.3,10.5,0.03
4,3,7,12.9,17.0,14.8,75.8,10.9,0.07
4,3,8,15.0,18.9,16.9,68.8,12.0,0.07
4,3,9,16.0,20.1,18.0,66.0,13.4,0.04
4,3,10,17.0,20.3,18.8,64.3,17.3,0.04
4,3,11,17.6,21.0,19.4,62.3,18.5,0.06
4,3,12,17.8,21.6,19.7,62.0,20.7,0.07
4,3,13,17.8,21.8,19.6,62.3,23.0,0.06
4,3,14,18.1,21.8,19.9,63.5,22.5,0.04
4,3,15,18.0,21.1,19.4,62.5,22.7,0.06
4,3,16,18.1,20.9,19.4,65.8,22.4,0.06
4,3,17,17.4,20.4,18.8,68.0,20.0,0.06
4,3,18,16.9,20.1,18.5,70.0,19.9,0.06
4,3,19,16.5,20.0,18.0,66.3,17.6,0.03
4,3,20,16.0,18.9,17.3,70.0,15.3,0.04
4,3,21,15.6,18.1,16.9,72.0,15.3,0.05
4,3,22,14.7,17.9,16.3,71.8,13.3,0.06
4,3,23,14.4,17.6,16.0,74.3,12.0,0.07
5,1,0,15.3,19.7,17.3,69.3,10.9,0.0
5,1,1,14.9,18.8,16.8,72.3,10.1,0.0
5,1,2,14.5,18.5,16.6,70.0,9.2,0.0
5,1,3,14.0,18.2,15.9,70.3,9.1,0.01
5,1,4,13.9,17.6,15.7,72.3,9.1,0.01
5,1,5,14.2,17.3,15.7,72.3,8.7,0.01
5,1,6,14.0,17.1,15.6,74.8,7.3,0.01
5,1,7,15.2,19.0,17.0,72.5,8.3,0.01
5,1,8,16.6,20.9,18.7,65.0,10.5,0.03
5,1,9,18.4,21.9,20.2,60.8,13.6,0.05
5,1,10,18.5,22.2,20.4,59.0,16.4,0.01
5,1,11,19.0,23.0,21.1,55.5,17.0,0.01
5,1,12,19.0,23.6,21.6,59.3,18.0,0.02
5,1,13,19.1,23.0,21.1,59.3,19.8,0.01
5,1,14,19.4,23.2,21.3,58.8,20.9,0.02
5,1,15,19.6,23.1,21.3,59.0,21.4,0.02
5,1,16,19.4,23.1,21.6,60.3,21.7,0.0
5,1,17,19.0,23.0,21.3,59.3,20.5,0.01
5,1,18,18.8,22.7,20.9,62.3,19.0,0.01
5,1,19,17.8,21.9,20.2,62.3,18.1,0.01
5,1,20,17.1,21.4,19.4,64.3,15.1,0.0
5,1,21,16.8,20.5,19.0,64.3,12.8,0.0
5,1,22,16.2,20.5,18.6,63.3,12.7,0.0
5,1,23,16.3,19.9,17.8,67.0,12.6,0.0
5,2,0,16.0,20.1,18.1,65.3,12.5,0.0
5,2,1,15.4,20.2,17.8,65.0,11.0,0.01
5,2,2,15.2,19.5,17.5,66.0,10.9,0.01
5,2,3,15.0,19.1,17.3,69.0,10.9,0.01
5,2,4,14.9,18.6,16.7,69.3,10.8,0.04
5,2,5,14.7,18.2,16.5,70.8,9.6,0.01
5,2,6,14.7,18.0,16.7,70.8,9.2,0.0
5,2,7,15.7,19.8,17.8,66.3,10.5,0.03
5,2,8,17.3,22.0,19.8,57.5,12.7,0.05
5,2,9,18.2,23.9,21.0,54.8,16.2,0.05
5,2,10,19.0,24.6,21.7,54.5,16.8,0.0
5,2,11,19.4,24.8,22.2,56.0,19.1,0.03
5,2,12,19.7,24.7,22.0,55.3,19.2,0.01
5,2,13,19.5,24.2,21.8,56.8,20.0,0.01
5,2,14,20.0,24.4,22.3,57.8,21.8,0.03
5,2,15,20.1,24.5,22.3,57.8,21.1,0.01
5,2,16,20.7,25.4,22.7,56.8,21.8,0.04
5,2,17,20.2,25.4,22.6,55.5,21.7,0.01
5,2,18,20.0,24.5,22.5,57.3,19.2,0.0
5,2,19,19.0,24.4,21.7,61.0,19.1,0.0
5,2,20,18.0,23.5,20.7,64.3,16.2,0.0
5,2,21,17.4,22.5,20.0,66.3,13.3,0.0
5,2,22,17.0,21.2,19.1,64.8,13.3,0.03
5,2,23,16.1,21.1,18.5,67.0,12.3,0.01
5,3,0,17.0,21.5,19.5,66.5,10.8,0.0
5,3,1,17.0,21.1,19.1,67.5,12.6,0.0
5,3,2,16.0,20.7,18.4,69.0,10.8,0.0
5,3,3,16.0,19.2,18.0,72.5,8.3,0.01
5,3,4,15.0,19.5,17.5,75.5,7.2,0.01
5,3,5,15.0,19.4,17.3,71.5,9.0,0.03
5,3,6,15.2,19.2,17.5,73.5,8.1,0.02
5,3,7,17.0,21.2,19.2,68.5,10.8,0.01
5,3,8,19.0,22.8,21.3,60.5,12.6,0.03
5,3,9,19.7,23.6,21.8,60.0,14.4,0.03
5,3,10,20.0,24.1,22.1,58.5,16.2,0.03
5,3,11,20.8,25.5,23.1,56.5,16.4,0.04
5,3,12,20.2,25.0,22.9,54.5,18.4,0.01
5,3,13,21.0,25.9,23.6,54.0,20.2,0.03
5,3,14,21.0,25.8,23.1,57.0,19.8,0.03
5,3,15,21.0,25.9,23.4,59.5,19.8,0.01
5,3,16,21.3,25.3,23.2,61.5,19.8,0.0
5,3,17,21.0,25.0,22.8,61.5,20.0,0.01
5,3,18,20.0,25.0,22.6,59.5,19.8,0.02
5,3,19,19.8,24.2,22.0,61.0,17.5,0.03
5,3,20,19.0,22.5,20.8,66.0,16.2,0.03
5,3,21,18.4,22.2,20.4,65.5,12.6,0.0
5,3,22,18.0,22.1,20.1,66.0,12.6,0.0
5,3,23,18.0,22.0,19.9,67.0,12.6,0.0
6,1,0,17.3,21.0,19.2,74.5,11.5,0.03
6,1,1,16.9,20.8,19.0,73.8,10.0,0.01
6,1,2,16.7,21.0,18.9,75.0,9.3,0.03
6,1,3,16.2,20.8,18.8,75.3,8.8,0.04
6,1,4,15.3,20.3,17.9,75.5,9.2,0.06
6,1,5,15.4,20.0,17.6,76.0,9.8,0.06
6,1,6,15.9,20.1,18.0,73.8,9.1,0.01
6,1,7,17.0,21.8,19.4,70.0,9.1,0.06
6,1,8,18.5,22.9,20.8,64.5,11.8,0.04
6,1,9,19.5,23.5,21.8,61.8,14.4,0.06
6,1,10,20.5,23.6,22.1,60.8,16.2,0.04
6,1,11,21.0,24.5,22.7,60.5,16.9,0.07
6,1,12,21.6,24.2,23.0,60.0,18.1,0.01
6,1,13,21.9,24.3,23.0,59.8,20.2,0.06
6,1,14,21.9,25.0,23.4,59.8,20.5,0.04
6,1,15,21.5,25.0,23.1,62.8,22.2,0.05
6,1,16,22.0,25.0,23.2,63.0,21.9,0.03
6,1,17,21.5,24.9,23.0,60.3,21.5,0.04
6,1,18,21.0,24.1,22.7,60.8,19.5,0.0
6,1,19,20.4,23.5,22.0,62.0,18.1,0.03
6,1,20,20.0,22.1,21.0,68.5,15.9,0.03
6,1,21,18.8,22.1,20.5,68.3,14.7,0.07
6,1,22,18.0,21.9,20.1,68.3,14.3,0.01
6,1,23,17.5,21.3,19.7,71.3,12.3,0.03
6,2,0,17.7,21.1,19.5,68.3,11.5,0.0
6,2,1,17.4,20.8,19.2,69.8,12.0,0.0
6,2,2,16.9,20.7,18.9,70.0,11.0,0.0
6,2,3,16.7,20.2,18.4,70.3,10.4,0.0
6,2,4,16.3,19.6,18.1,69.8,9.2,0.03
6,2,5,16.2,19.5,17.8,71.0,9.6,0.03
6,2,6,16.3,20.1,18.3,71.5,10.0,0.0
6,2,7,17.9,21.4,19.7,67.8,10.5,0.01
6,2,8,19.0,23.1,21.1,61.8,12.7,0.03
6,2,9,20.0,23.5,21.6,61.0,13.3,0.02
6,2,10,20.2,23.8,22.2,60.5,16.4,0.01
6,2,11,20.9,23.5,22.5,60.0,18.2,0.01
6,2,12,21.0,23.9,22.5,61.3,19.1,0.0
6,2,13,21.3,24.1,22.9,62.0,21.6,0.0
6,2,14,21.4,24.2,22.9,62.3,20.0,0.01
6,2,15,21.6,24.7,23.0,61.8,23.0,0.01
6,2,16,21.2,25.0,23.3,62.0,23.3,0.04
6,2,17,21.3,25.6,23.7,62.5,23.7,0.03
6,2,18,20.6,25.3,23.1,60.5,21.7,0.0
6,2,19,20.7,24.7,22.7,61.5,20.5,0.0
6,2,20,19.7,24.6,22.3,65.0,17.3,0.0
6,2,21,19.1,23.5,21.3,64.8,16.7,0.0
6,2,22,18.5,22.5,20.6,67.0,15.4,0.0
6,2,23,18.0,22.0,19.9,66.5,14.8,0.0
6,3,0,18.9,23.5,21.1,67.3,11.0,0.0
6,3,1,18.5,22.5,20.4,67.0,10.8,0.01
6,3,2,18.2,22.1,20.4,67.8,9.0,0.01
6,3,3,17.6,22.4,20.2,68.8,9.0,0.0
6,3,4,17.5,21.9,19.6,69.3,7.9,0.01
6,3,5,17.0,21.4,19.4,69.5,8.2,0.01
6,3,6,17.2,21.6,19.6,66.5,7.3,0.01
6,3,7,18.7,23.3,21.2,65.0,8.6,0.01
6,3,8,20.0,24.6,22.1,58.8,11.0,0.0
6,3,9,21.2,24.5,23.1,57.5,13.6,0.0
6,3,10,21.8,26.1,23.8,57.3,14.6,0.0
6,3,11,22.1,26.4,24.4,55.0,16.1,0.0
6,3,12,22.1,26.9,24.5,55.5,16.5,0.01
6,3,13,22.0,26.2,24.1,56.5,17.8,0.0
6,3,14,22.8,26.2,24.7,58.8,19.5,0.0
6,3,15,22.5,26.8,24.7,59.3,19.1,0.0
6,3,16,23.0,27.0,25.1,57.5,20.5,0.0
6,3,17,22.5,27.5,25.0,57.3,21.1,0.0
6,3,18,22.2,27.0,24.5,60.8,19.9,0.0
6,3,19,21.5,26.7,23.8,58.3,18.1,0.0
6,3,20,20.8,24.9,22.7,63.5,16.0,0.0
6,3,21,20.2,24.2,22.2,64.0,15.6,0.0
6,3,22,19.9,24.2,21.8,64.3,14.6,0.0
6,3,23,19.3,23.2,21.2,62.3,13.7,0.0
7,1,0,19.3,24.2,21.8,63.5,10.8,0.0
7,1,1,18.9,23.3,21.3,66.3,9.2,0.0
7,1,2,19.0,24.1,21.5,67.0,8.3,0.0
7,1,3,18.3,23.2,20.8,66.5,8.1,0.0
7,1,4,18.5,22.0,20.4,69.0,7.4,0.0
7,1,5,18.0,22.3,20.5,69.3,7.3,0.0
7,1,6,18.0,22.0,20.0,71.3,7.4,0.0
7,1,7,19.6,23.6,21.5,62.8,8.2,0.0
7,1,8,21.0,25.3,23.2,60.0,9.2,0.01
7,1,9,21.7,27.0,24.1,58.0,11.7,0.0
7,1,10,22.0,27.1,24.7,56.3,14.4,0.0
7,1,11,22.3,27.5,24.9,54.8,17.3,0.0
7,1,12,22.5,27.0,24.9,58.5,17.7,0.0
7,1,13,22.4,27.0,24.5,60.8,19.8,0.0
7,1,14,22.7,27.1,24.8,61.3,19.1,0.0
7,1,15,23.0,27.6,25.4,62.5,21.4,0.0
7,1,16,23.0,27.1,25.0,60.8,21.3,0.0
7,1,17,23.2,27.5,25.4,59.5,20.7,0.0
7,1,18,23.0,28.3,25.7,60.5,19.5,0.0
7,1,19,22.0,28.3,25.2,59.8,18.8,0.0
7,1,20,21.7,26.3,24.2,63.8,16.5,0.0
7,1,21,21.4,25.8,23.8,64.0,15.4,0.0
7,1,22,20.9,25.3,23.2,62.5,14.5,0.0
7,1,23,20.2,25.0,22.4,64.5,11.9,0.0
7,2,0,21.4,25.9,23.9,60.5,9.2,0.0
7,2,1,20.8,25.5,23.3,63.0,9.5,0.0
7,2,2,20.4,24.8,22.9,63.3,8.8,0.0
7,2,3,20.2,24.0,22.3,64.8,9.5,0.0
7,2,4,19.8,23.5,21.6,67.0,9.5,0.0
7,2,5,19.6,23.3,21.7,67.8,9.6,0.0
7,2,6,19.2,23.4,21.2,67.3,9.1,0.0
